date_id,full_date,quarter_name,day_of_week,day_name,is_weekend,week_of_year
20241208,2024-12-08,Q4,7,Sunday,0,49
20241209,2024-12-09,Q4,1,Monday,0,50
20241210,2024-12-10,Q4,2,Tuesday,0,50
20241211,2024-12-11,Q4,3,Wednesday,0,50
20241212,2024-12-12,Q4,4,Thursday,0,50
20241213,2024-12-13,Q4,5,Friday,1,50
20241214,2024-12-14,Q4,6,Saturday,1,50
20241215,2024-12-15,Q4,7,Sunday,0,50
20241216,2024-12-16,Q4,1,Monday,0,51
20241217,2024-12-17,Q4,2,Tuesday,0,51
20241218,2024-12-18,Q4,3,Wednesday,0,51
20241219,2024-12-19,Q4,4,Thursday,0,51
20241220,2024-12-20,Q4,5,Friday,1,51
20241221,2024-12-21,Q4,6,Saturday,1,51
20241222,2024-12-22,Q4,7,Sunday,0,51
20241223,2024-12-23,Q4,1,Monday,0,52
20241224,2024-12-24,Q4,2,Tuesday,0,52
20241225,2024-12-25,Q4,3,Wednesday,0,52
20241226,2024-12-26,Q4,4,Thursday,0,52
20241227,2024-12-27,Q4,5,Friday,1,52
20241228,2024-12-28,Q4,6,Saturday,1,52
20241229,2024-12-29,Q4,7,Sunday,0,52
20241230,2024-12-30,Q4,1,Monday,0,1
20241231,2024-12-31,Q4,2,Tuesday,0,1
